id,output,gt,text
2745,null,null,"""The Nike Tiempo Legend 8 Elite FG takes the legendary touch of premium kangaroo leather and adds foot-hugging Quad-Fit mesh in the lining and a wrap-around Flyknit tongue that feels supportive under your arch."""
2746,null,null,"""The Nike Mercurial Superfly 7 Club MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces."""
2748,null,null,"""The Nike Renew Run keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go."""
2749,null,null,"""The Nike React Ianga takes elements from a jungle boot and mixes them with modern, technical details. Part of the 10th Collection, this shoe is a unique, military-inspired expression of the React family."""
2750,null,null,"""Featuring soft, lightweight cushioning, the Air Jordan 10 Retro offers performance-inspired comfort with iconic Air Jordan detailing."""
2751,null,null,"""An all-time favourite among players and sneakerheads, the Air Jordan 12 Retro features full-length Zoom Air cushioning and full-grain leather styled with distinct radial stitch lines."""
2752,null,null,"""Nike's first lifestyle Air Max meets the softest, smoothest, most resilient foam yet in the Nike Air Max 270 React. The design draws inspiration from the Air Max pantheon, showcasing Nike's greatest innovation with its large window and fresh array of colours."""
2753,null,null,"""Inspired by patterns of energy radiating from Earth, the Nike Air Max 200 SP boasts the largest Max Air unit to date. With exceptional cushioning and modern detailing that includes denim and canvas on the upper, this shoe radiates cool while providing extreme comfort."""
2754,null,null,"""Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS MG. A sleek upper is streamlined for pace, while the versatile plate supercharges traction."""
2755,null,null,"""In a fluid design that speaks the language of fast, the Nike Air Zoom Winflo 6 has less bulk and a more sculpted profile than previous versions. It has 2 cushioning units for targeted responsiveness in the forefoot and heel. Up top, mesh in the upper provides breathability."""
2756,null,null,"""Remastered from the OG that shook up the running world, the Nike Air Max 97 elevates the classic design. Memorial Day Parade White and fresh Sky Blue tint the sole. Flex your summertime vibes and float the streets in style."""
2757,null,null,"""The Nike Mercurial Vapor XII Club Multi-Ground Football Boot provides exceptional ball touch and a specialised outsole that promotes acceleration and quick directional changes on multiple kinds of surfaces, like natural and artificial grass."""
2758,null,null,"""Inspired by the Vaporfly, the Nike Zoom Fly 3 Premium gives distance runners race-day comfort and durability. The power of a carbon-fibre plate and responsive cushioning keeps you in the running mile after mile. Colourful skins throughout the upper give it a deluxe look."""
2759,null,null,"""The Nike MX-720-818 uses materials inspired by space suits for a futuristic take on classic Air Max DNA."""
2761,null,null,"""The Nike SB Charge Slip Premium offers a slip-on design that pops with an eye-catching print."""
2762,null,null,"""The Nike Free RN 5.0 2020 is the latest leap forwards in the evolution of the Free. Secure lacing mixes with a seamless design for a snug, flexible fit. Lighter and closer to the ground than previous versions, it gives you a \""barefoot\"" feel for your shorter runs."""
2763,null,null,"""The Nike ZoomX Vista Grind brings you to a bold new place both rebellious and refined. It's comfort you can see and feel in a brand new silhouette."""
2764,null,null,"""Step into a new AF1 world with the Nike Air Force 1 React, a blush take on counterculture design with iconic Nike b-ball style. The oversized Swoosh, large \""AIR\"" design on the midsole and new outsole pattern let you express modern style while Nike React technology adds exceptional comfort."""
2765,null,null,"""Paul George is the rare high-percentage shooter who's also a coach's dream on D. Designed for his unrivalled 2-way game, the PG 4 EP unveils a new cushioning system that's lightweight, articulated and responsive, ideal for players like PG who go hard every play."""
2766,null,null,"""The iconic Nike Air Zoom Pegasus 36 returns with more perforations for more cooling. An engineered mesh and synthetic upper strategically targets breathability across high-heat areas. A slimmer heel collar and tongue reduce bulk without compromising comfort, while exposed Flywire cables give you a snug fit at higher speeds."""
2767,null,null,"""Bring the past into the future with the Nike Air Max 2090, a bold look inspired by the DNA of the iconic Air Max 90. Brand-new Nike Air cushioning underfoot adds unparalleled comfort while transparent mesh and vibrantly coloured textile on the upper blend with timeless OG features for an edgy, modernised look."""
2768,null,null,"""The radiance lives on in the Nike Air Force 1 '07, the b-ball OG that puts a fresh, outdoorsy spin on what you know best: soft suedes, bold colours and the perfect amount of flash to make you shine."""
2769,null,null,"""Designed for Kyrie Irving's unpredictable creativity on the court, the Kyrie 6 focuses on comfort, control and energy return to help him go fast and stay fresh. Bouncy cushioning is paired with soft yet supportive foam for responsiveness and a smooth heel-to-toe transition. The midfoot strap and plush, padded collar lock him in and help keep him a step ahead of the competition."""
2770,null,null,"""Be bouncy and buoyant in the Nike Air VaporMax Flyknit 3. The upper features flowing 2-tone lines of breathable, stretchable Flyknit construction for unique, street-ready style. Revolutionary VaporMax technology keeps a spring in your step with toe-to-heel cushioning."""
2771,null,null,"""Designed with every woman in mind, the mixed-material upper features a plush collar, flashy colours and unique stitching patterns. Nike Air cushioning combines with the lifted foam heel for a modern touch, adding comfort and style to your journey."""
